Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
6648309,95.7,2.0,1.0,35.0,40,Male,No,16921.59,,,,,,,,,,,16921.59
8135024,95.7,7.0,0.0,11.0,45,Male,No,11463.52,,,,,,,,,,,11463.52
4957480,95.7,4.0,4.0,3.0,43,Male,Yes,14726.13,,,,,,,,,,,14726.13
22106302,95.7,4.0,3.0,25.0,40,Female,No,9255.43,,,,,,,,,,,9255.43
23926353,95.7,6.0,4.0,4.0,57,Male,No,7504.83,,,,,,,,,,,7504.83
25900754,95.7,4.0,2.0,1.0,55,Female,No,9349.45,,,,,,,,,,,9349.45
11424435,95.7,8.0,5.0,13.0,46,Male,No,16392.44,,,,,,,,,,,16392.44
159543,95.7,1.0,1.0,13.0,42,Female,Yes,234.37,,,,,,,,,,,234.37
9927832,95.6,2.0,3.0,55.0,42,Female,No,10705.74,,,,,,,,,,,10705.74
23128586,95.6,1.0,3.0,2.0,51,Female,No,2939.22,,,,,,,,,,,2939.22
19588376,95.6,6.0,2.0,40.0,36,Male,No,17751.90,,,,,,,,,,,17751.90
5171457,95.6,2.0,5.0,18.0,52,Male,No,7852.43,,,,,,,,,,,7852.43
17246491,95.5,3.0,4.0,18.0,43,Female,No,17973.63,,,,,,,,,,,17973.63
24976639,95.5,4.0,4.0,40.0,54,Male,No,14186.53,,,,,,,,,,,14186.53
14831727,95.5,7.0,2.0,9.0,45,Female,No,0.00,,,,,,,,,,,0.00
28818605,95.5,3.0,1.0,44.0,31,Male,No,2087.56,,,,,,,,,,,2087.56
12877147,95.4,6.0,3.0,35.0,45,Female,Yes,17622.21,,,,,,,,,,,17622.21
4547059,95.4,2.0,2.0,10.0,42,Male,Yes,7648.12,,,,,,,,,,,7648.12
8054270,95.4,8.0,3.0,23.0,38,Male,No,7514.23,,,,,,,,,,,7514.23
4663748,95.3,7.0,1.0,26.0,39,Male,No,1010.66,,,,,,,,,,,1010.66
4554002,95.3,3.0,5.0,21.0,35,Male,No,9116.59,,,,,,,,,,,9116.59
21179996,95.3,8.0,4.0,2.0,58,Female,No,8693.43,,,,,,,,,,,8693.43
20979771,95.3,3.0,1.0,10.0,25,Female,No,20014.50,,,,,,,,,,,20014.50
23590909,95.3,7.0,5.0,38.0,34,Male,No,24232.28,,,,,,,,,,,24232.28
21110871,95.2,5.0,4.0,31.0,46,Male,No,17175.45,,,,,,,,,,,17175.45
20221422,95.2,4.0,1.0,28.0,54,Female,No,21108.50,,,,,,,,,,,21108.50
12984985,95.2,2.0,1.0,48.0,41,Female,No,10111.23,,,,,,,,,,,10111.23
14700105,95.2,6.0,1.0,20.0,45,Male,No,2098.69,,,,,,,,,,,2098.69
16392628,95.2,8.0,2.0,46.0,33,Male,No,15464.23,,,,,,,,,,,15464.23
12705782,95.2,4.0,3.0,45.0,47,Female,No,3772.74,,,,,,,,,,,3772.74
13915738,95.1,2.0,2.0,56.0,67,Female,No,3074.86,,,,,,,,,,,3074.86
11591097,95.1,8.0,1.0,21.0,65,Female,No,14127.44,,,,,,,,,,,14127.44
20082489,95.1,7.0,3.0,14.0,42,Male,No,11855.85,,,,,,,,,,,11855.85
11851649,95.0,3.0,2.0,15.0,36,Male,No,9708.21,,,,,,,,,,,9708.21
23231166,95.0,4.0,2.0,19.0,36,Male,No,13512.24,,,,,,,,,,,13512.24
2317092,95.0,3.0,3.0,16.0,50,Female,No,15629.08,,,,,,,,,,,15629.08
7630045,95.0,2.0,5.0,16.0,51,Female,No,3165.33,,,,,,,,,,,3165.33
22798241,95.0,4.0,1.0,30.0,29,Female,No,0.00,,,,,,,,,,,0.00
12372127,95.0,4.0,2.0,30.0,43,Male,No,10962.50,,,,,,,,,,,10962.50
17085706,95.0,6.0,2.0,3.0,49,Male,No,15156.51,,,,,,,,,,,15156.51
15083873,94.9,2.0,2.0,14.0,47,Female,Yes,6369.37,,,,,,,,,,,6369.37
12458255,94.9,5.0,0.0,34.0,45,Male,No,4986.05,,,,,,,,,,,4986.05
13252698,94.9,8.0,4.0,56.0,39,Male,No,5828.63,,,,,,,,,,,5828.63
7461649,94.9,5.0,1.0,48.0,57,Male,No,11613.77,,,,,,,,,,,11613.77
23288426,94.8,2.0,5.0,11.0,57,Female,No,6536.54,,,,,,,,,,,6536.54
14827371,94.8,7.0,3.0,28.0,58,Female,No,0.00,,,,,,,,,,,0.00
23617571,94.8,6.0,2.0,36.0,39,Female,No,6601.32,,,,,,,,,,,6601.32
21403471,94.8,2.0,4.0,2.0,60,Male,No,1323.28,,,,,,,,,,,1323.28
29342507,94.7,2.0,2.0,8.0,28,Female,No,0.00,,,,,,,,,,,0.00
6428154,94.7,3.0,3.0,9.0,59,Female,No,15057.43,,,,,,,,,,,15057.43
10667381,94.7,3.0,5.0,38.0,43,Female,No,14616.27,,,,,,,,,,,14616.27
28611528,94.7,3.0,2.0,24.0,48,Male,No,0.00,,,,,,,,,,,0.00
18700205,94.7,5.0,4.0,6.0,51,Female,No,6381.15,,,,,,,,,,,6381.15
7013019,94.7,4.0,4.0,48.0,41,Male,No,6834.42,,,,,,,,,,,6834.42
23534864,94.6,7.0,3.0,31.0,48,Male,Yes,16457.30,,,,,,,,,,,16457.30
28003942,94.6,1.0,0.0,28.0,50,Female,Yes,10853.55,,,,,,,,,,,10853.55
27279861,94.6,3.0,3.0,3.0,36,Male,No,16943.96,,,,,,,,,,,16943.96
13277565,94.6,7.0,4.0,2.0,47,Male,No,21614.76,,,,,,,,,,,21614.76
15972973,94.6,4.0,3.0,34.0,45,Male,No,17170.47,,,,,,,,,,,17170.47
19228355,94.6,2.0,3.0,50.0,43,Male,No,5560.52,,,,,,,,,,,5560.52
15216209,94.6,4.0,0.0,41.0,26,Female,No,22262.35,,,,,,,,,,,22262.35
23739147,94.5,6.0,2.0,46.0,33,Female,No,12685.51,,,,,,,,,,,12685.51
6827783,94.5,2.0,0.0,43.0,55,Female,No,14469.10,,,,,,,,,,,14469.10
28951505,94.5,7.0,1.0,53.0,39,Male,No,4075.50,,,,,,,,,,,4075.50
3693513,94.5,4.0,1.0,30.0,52,Male,Yes,16739.59,,,,,,,,,,,16739.59
15205068,94.5,7.0,1.0,55.0,49,Male,No,15815.36,,,,,,,,,,,15815.36
29416027,94.4,3.0,5.0,25.0,53,Female,No,247.86,,,,,,,,,,,247.86
26728695,94.4,4.0,0.0,45.0,28,Female,No,1670.62,,,,,,,,,,,1670.62
29405838,94.4,2.0,1.0,10.0,44,Male,No,10993.10,,,,,,,,,,,10993.10
15586464,94.3,1.0,4.0,49.0,35,Female,No,21766.73,,,,,,,,,,,21766.73
25602990,94.3,4.0,0.0,33.0,40,Male,No,14243.58,,,,,,,,,,,14243.58
1832591,94.3,6.0,3.0,59.0,34,Male,No,11892.23,,,,,,,,,,,11892.23
10061454,94.3,4.0,1.0,5.0,41,Male,No,1906.73,,,,,,,,,,,1906.73
11059270,94.3,4.0,2.0,20.0,27,Male,No,14464.92,,,,,,,,,,,14464.92
1773400,94.2,6.0,3.0,24.0,50,Female,No,10087.76,,,,,,,,,,,10087.76
3387311,94.2,4.0,1.0,24.0,52,Male,No,25809.51,,,,,,,,,,,25809.51
11370463,94.1,8.0,4.0,57.0,39,Male,No,8055.98,,,,,,,,,,,8055.98
21208856,94.1,4.0,1.0,19.0,31,Female,No,9600.78,,,,,,,,,,,9600.78
11453679,94.1,6.0,1.0,11.0,42,Female,No,14515.17,,,,,,,,,,,14515.17
27929842,94.1,8.0,0.0,50.0,63,Female,Yes,12277.37,,,,,,,,,,,12277.37
8869407,94.0,7.0,4.0,24.0,38,Male,No,16009.98,,,,,,,,,,,16009.98
12600696,94.0,6.0,3.0,46.0,59,Female,No,4721.68,,,,,,,,,,,4721.68
1493222,93.9,2.0,2.0,55.0,41,Female,No,6941.22,,,,,,,,,,,6941.22
21302539,93.9,6.0,2.0,27.0,38,Female,No,2293.89,,,,,,,,,,,2293.89
3908578,93.9,3.0,5.0,22.0,50,Male,No,22627.06,,,,,,,,,,,22627.06
29916860,93.9,5.0,1.0,27.0,49,Female,No,17736.91,,,,,,,,,,,17736.91
11458803,93.9,3.0,3.0,53.0,43,Female,No,4744.67,,,,,,,,,,,4744.67
13103111,93.9,2.0,5.0,11.0,64,Female,No,3688.98,,,,,,,,,,,3688.98
29212725,93.9,1.0,0.0,57.0,32,Female,No,12113.75,,,,,,,,,,,12113.75
450082,93.8,1.0,1.0,10.0,48,Male,No,18003.47,,,,,,,,,,,18003.47
3549973,93.8,6.0,1.0,11.0,30,Male,No,10354.95,,,,,,,,,,,10354.95
17851078,93.7,3.0,3.0,14.0,56,Male,No,14987.92,,,,,,,,,,,14987.92
5187629,93.7,7.0,1.0,41.0,43,Male,Yes,14411.35,,,,,,,,,,,14411.35
21010019,93.7,2.0,1.0,28.0,67,Male,No,13012.67,,,,,,,,,,,13012.67
24287525,93.7,3.0,0.0,53.0,40,Female,No,5647.73,,,,,,,,,,,5647.73
12813959,93.7,4.0,2.0,7.0,43,Male,No,21123.26,,,,,,,,,,,21123.26
23867352,93.6,7.0,3.0,20.0,24,Female,No,18435.38,,,,,,,,,,,18435.38
21611889,93.6,2.0,0.0,48.0,61,Male,Yes,526.86,,,,,,,,,,,526.86
15389402,93.6,2.0,1.0,57.0,48,Female,No,13714.95,,,,,,,,,,,13714.95
24597212,93.6,2.0,4.0,29.0,30,Male,No,8476.61,,,,,,,,,,,8476.61
3493728,93.6,2.0,4.0,2.0,28,Male,No,10434.12,,,,,,,,,,,10434.12
13306697,93.6,7.0,3.0,4.0,50,Male,No,6310.91,,,,,,,,,,,6310.91
25789848,93.6,7.0,5.0,17.0,34,Male,No,3178.04,,,,,,,,,,,3178.04
9380934,93.5,2.0,0.0,5.0,54,Female,No,6326.81,,,,,,,,,,,6326.81
1425999,93.5,8.0,5.0,34.0,29,Female,No,14221.68,,,,,,,,,,,14221.68
24176411,93.5,5.0,1.0,60.0,44,Male,No,23179.38,,,,,,,,,,,23179.38
25585316,93.5,4.0,2.0,5.0,55,Male,No,18467.54,,,,,,,,,,,18467.54
29532181,93.5,2.0,2.0,11.0,50,Female,No,8674.16,,,,,,,,,,,8674.16
11290263,93.5,4.0,3.0,23.0,50,Male,No,9409.34,,,,,,,,,,,9409.34
11392267,93.5,2.0,3.0,23.0,57,Female,No,488.70,,,,,,,,,,,488.70
17557476,93.5,4.0,1.0,40.0,65,Male,No,16873.86,,,,,,,,,,,16873.86
24056521,93.4,7.0,2.0,43.0,46,Male,No,22919.79,,,,,,,,,,,22919.79
3353664,93.4,5.0,4.0,21.0,64,Male,No,12309.64,,,,,,,,,,,12309.64
21690605,93.4,5.0,2.0,35.0,48,Male,No,15814.56,,,,,,,,,,,15814.56
307542,93.4,4.0,1.0,18.0,51,Female,No,21827.68,,,,,,,,,,,21827.68
21916512,93.3,4.0,0.0,53.0,29,Male,No,16739.65,,,,,,,,,,,16739.65
3612150,93.3,6.0,4.0,44.0,54,Female,Yes,15375.89,,,,,,,,,,,15375.89
6882929,93.3,3.0,2.0,52.0,59,Male,No,9189.97,,,,,,,,,,,9189.97
2160190,93.3,5.0,1.0,13.0,40,Female,No,4646.41,,,,,,,,,,,4646.41
29592671,93.2,4.0,1.0,43.0,51,Male,No,753.28,,,,,,,,,,,753.28
20258804,93.2,3.0,3.0,3.0,59,Female,No,17031.16,,,,,,,,,,,17031.16
23128685,93.1,6.0,4.0,46.0,43,Male,No,7716.43,,,,,,,,,,,7716.43
29257550,93.1,5.0,4.0,30.0,63,Female,No,10849.00,,,,,,,,,,,10849.00
12855371,93.1,2.0,2.0,4.0,44,Male,No,11294.09,,,,,,,,,,,11294.09
10189960,93.1,2.0,2.0,16.0,35,Female,No,5987.77,,,,,,,,,,,5987.77
9091081,93.1,3.0,1.0,19.0,40,Male,No,14236.04,,,,,,,,,,,14236.04
25677395,93.1,4.0,1.0,11.0,46,Female,Yes,6887.08,,,,,,,,,,,6887.08
24535195,93.1,6.0,4.0,44.0,32,Male,No,7149.39,,,,,,,,,,,7149.39
4088235,93.1,3.0,4.0,9.0,48,Male,No,0.00,,,,,,,,,,,0.00
12055324,93.1,5.0,2.0,17.0,45,Female,No,21609.95,,,,,,,,,,,21609.95
13500411,93.0,5.0,0.0,28.0,46,Female,No,14049.93,,,,,,,,,,,14049.93
19652068,93.0,6.0,1.0,59.0,33,Male,No,12843.91,,,,,,,,,,,12843.91
5115179,93.0,6.0,5.0,30.0,28,Male,No,15288.36,,,,,,,,,,,15288.36
27844014,93.0,1.0,4.0,55.0,47,Male,No,9761.33,,,,,,,,,,,9761.33
11265762,93.0,4.0,5.0,59.0,56,Male,No,6302.44,,,,,,,,,,,6302.44
23893527,93.0,7.0,2.0,49.0,55,Male,No,24609.45,,,,,,,,,,,24609.45
28857103,93.0,5.0,1.0,37.0,46,Female,No,246.04,,,,,,,,,,,246.04
6383826,93.0,6.0,4.0,28.0,48,Male,No,12650.26,,,,,,,,,,,12650.26
4725282,92.9,2.0,3.0,31.0,34,Female,No,17289.49,,,,,,,,,,,17289.49
20019375,92.9,7.0,5.0,39.0,41,Female,No,16573.76,,,,,,,,,,,16573.76
7762624,92.9,4.0,5.0,8.0,23,Male,No,10528.43,,,,,,,,,,,10528.43
16749931,92.9,2.0,2.0,30.0,60,Male,No,4570.42,,,,,,,,,,,4570.42
1967067,92.9,6.0,1.0,18.0,27,Male,No,18564.56,,,,,,,,,,,18564.56
14042609,92.8,3.0,3.0,47.0,47,Male,No,17419.45,,,,,,,,,,,17419.45
21758804,92.8,4.0,4.0,44.0,43,Male,No,14460.82,,,,,,,,,,,14460.82
15791573,92.8,6.0,1.0,45.0,30,Female,No,1905.26,,,,,,,,,,,1905.26
22944560,92.8,4.0,1.0,38.0,52,Male,No,11165.27,,,,,,,,,,,11165.27
5771279,92.7,4.0,4.0,35.0,51,Female,No,19394.54,,,,,,,,,,,19394.54
27376353,92.7,6.0,4.0,14.0,25,Female,No,9819.28,,,,,,,,,,,9819.28
12441926,92.7,1.0,4.0,12.0,39,Female,No,14796.73,,,,,,,,,,,14796.73
1723982,92.6,4.0,5.0,7.0,47,Male,No,12586.67,,,,,,,,,,,12586.67
21556517,92.6,2.0,1.0,51.0,55,Male,No,15145.76,,,,,,,,,,,15145.76
18353073,92.6,5.0,2.0,57.0,42,Male,No,9249.38,,,,,,,,,,,9249.38
24758304,92.6,3.0,2.0,19.0,56,Female,No,4884.96,,,,,,,,,,,4884.96
18257461,92.6,5.0,4.0,8.0,51,Male,Yes,8869.93,,,,,,,,,,,8869.93
26209678,92.6,2.0,1.0,22.0,45,Female,No,24839.49,,,,,,,,,,,24839.49
13917821,92.6,1.0,3.0,1.0,55,Female,No,12436.73,,,,,,,,,,,12436.73
16424775,92.6,3.0,4.0,16.0,57,Male,No,7483.82,,,,,,,,,,,7483.82
29287309,92.6,3.0,1.0,47.0,47,Female,No,13777.06,,,,,,,,,,,13777.06
9486800,92.6,4.0,4.0,12.0,34,Female,No,9622.81,,,,,,,,,,,9622.81
21946970,92.5,6.0,4.0,35.0,22,Male,No,7900.07,,,,,,,,,,,7900.07
4162215,92.5,5.0,4.0,5.0,56,Male,No,13591.26,,,,,,,,,,,13591.26
5683611,92.5,3.0,1.0,17.0,47,Male,No,22817.16,,,,,,,,,,,22817.16
14042527,92.5,5.0,0.0,21.0,52,Female,No,3891.19,,,,,,,,,,,3891.19
16792677,92.5,5.0,0.0,0.0,42,Male,No,15128.22,,,,,,,,,,,15128.22
28569836,92.5,5.0,3.0,22.0,40,Female,No,9000.66,,,,,,,,,,,9000.66
14041504,92.4,7.0,4.0,50.0,46,Female,No,15299.85,,,,,,,,,,,15299.85
22149777,92.4,4.0,1.0,40.0,51,Male,Yes,10622.93,,,,,,,,,,,10622.93
28854864,92.4,7.0,3.0,24.0,53,Male,No,5847.88,,,,,,,,,,,5847.88
8814039,92.4,8.0,1.0,51.0,44,Male,No,15943.72,,,,,,,,,,,15943.72
2011742,92.4,7.0,2.0,34.0,47,Female,No,3821.88,,,,,,,,,,,3821.88
138385,92.4,8.0,4.0,6.0,63,Male,No,7766.72,,,,,,,,,,,7766.72
9685698,92.3,2.0,0.0,13.0,36,Male,Yes,14017.37,,,,,,,,,,,14017.37
16785004,92.3,7.0,2.0,33.0,26,Male,No,15545.77,,,,,,,,,,,15545.77
6416739,92.3,7.0,4.0,20.0,52,Male,No,13330.56,,,,,,,,,,,13330.56
9113427,92.3,1.0,0.0,23.0,29,Female,No,7566.37,,,,,,,,,,,7566.37
14451968,92.3,3.0,1.0,17.0,37,Male,No,12308.93,,,,,,,,,,,12308.93
27879046,92.2,6.0,2.0,52.0,46,Female,No,9983.62,,,,,,,,,,,9983.62
17117189,92.2,4.0,3.0,5.0,38,Female,No,15756.55,,,,,,,,,,,15756.55
7792726,92.2,5.0,4.0,40.0,38,Female,No,17430.71,,,,,,,,,,,17430.71
7378716,92.2,7.0,2.0,52.0,35,Female,No,6684.62,,,,,,,,,,,6684.62
27663012,92.2,2.0,2.0,19.0,39,Female,No,6838.27,,,,,,,,,,,6838.27
3433906,92.2,8.0,3.0,36.0,48,Male,No,22188.09,,,,,,,,,,,22188.09
23496763,92.1,7.0,5.0,43.0,61,Female,No,11920.21,,,,,,,,,,,11920.21
15653545,92.1,2.0,3.0,10.0,48,Male,No,4449.19,,,,,,,,,,,4449.19
7149299,92.1,8.0,0.0,52.0,51,Female,No,14772.26,,,,,,,,,,,14772.26
12778255,92.1,4.0,2.0,39.0,48,Female,No,16309.23,,,,,,,,,,,16309.23
19486066,92.1,4.0,2.0,40.0,34,Male,No,13919.40,,,,,,,,,,,13919.40
29209501,92.1,2.0,1.0,49.0,38,Male,Yes,5111.08,,,,,,,,,,,5111.08
11766230,92.1,7.0,5.0,38.0,51,Male,No,8470.04,,,,,,,,,,,8470.04
26322113,92.0,6.0,4.0,60.0,53,Male,No,9344.12,,,,,,,,,,,9344.12
11655691,92.0,2.0,1.0,19.0,62,Male,No,16532.58,,,,,,,,,,,16532.58
5056888,92.0,6.0,0.0,34.0,54,Male,No,27998.69,,,,,,,,,,,27998.69
8584307,91.9,5.0,4.0,26.0,59,Male,No,12768.37,,,,,,,,,,,12768.37
27748584,91.9,7.0,2.0,48.0,37,Male,No,16996.71,,,,,,,,,,,16996.71
11381669,91.9,8.0,5.0,28.0,65,Male,No,18961.52,,,,,,,,,,,18961.52
354422,91.9,4.0,1.0,15.0,26,Male,No,19059.03,,,,,,,,,,,19059.03
2156900,91.9,5.0,0.0,49.0,56,Male,No,26720.44,,,,,,,,,,,26720.44
18048081,91.9,4.0,4.0,17.0,31,Male,No,8062.70,,,,,,,,,,,8062.70
18930224,91.9,4.0,1.0,5.0,35,Male,No,6728.79,,,,,,,,,,,6728.79
1350596,91.9,5.0,0.0,5.0,44,Male,No,8457.44,,,,,,,,,,,8457.44
5812789,91.9,8.0,1.0,39.0,31,Male,No,11025.34,,,,,,,,,,,11025.34
114560,91.8,4.0,0.0,30.0,49,Male,Yes,9619.52,,,,,,,,,,,9619.52
9952351,91.8,6.0,5.0,37.0,37,Female,No,16014.79,,,,,,,,,,,16014.79
21130604,91.7,6.0,5.0,2.0,33,Male,No,11281.48,,,,,,,,,,,11281.48
28951463,91.7,2.0,3.0,8.0,41,Male,No,2680.68,,,,,,,,,,,2680.68
5842240,91.7,6.0,0.0,38.0,40,Male,No,15848.98,,,,,,,,,,,15848.98
26663023,91.7,2.0,3.0,37.0,48,Male,No,11820.71,,,,,,,,,,,11820.71
17548581,91.6,3.0,1.0,38.0,57,Female,No,17950.11,,,,,,,,,,,17950.11
24765963,91.6,5.0,0.0,7.0,50,Male,No,14374.13,,,,,,,,,,,14374.13
7364305,91.6,4.0,5.0,56.0,55,Male,No,2990.23,,,,,,,,,,,2990.23
26876116,91.5,3.0,2.0,58.0,41,Male,No,3360.94,,,,,,,,,,,3360.94
11561577,91.5,3.0,4.0,31.0,23,Male,No,3121.82,,,,,,,,,,,3121.82
21435182,91.5,2.0,4.0,17.0,56,Male,No,0.00,,,,,,,,,,,0.00
20511312,91.5,5.0,2.0,48.0,49,Male,Yes,13912.00,,,,,,,,,,,13912.00
27717101,91.5,2.0,3.0,36.0,40,Male,No,9259.61,,,,,,,,,,,9259.61
29671303,91.5,7.0,0.0,6.0,35,Female,No,13817.65,,,,,,,,,,,13817.65
26366224,91.5,8.0,5.0,48.0,48,Female,No,10304.83,,,,,,,,,,,10304.83
25779290,91.5,4.0,1.0,32.0,63,Female,No,0.00,,,,,,,,,,,0.00
15709152,91.5,2.0,3.0,40.0,56,Female,Yes,10450.15,,,,,,,,,,,10450.15
3580150,91.4,5.0,1.0,12.0,41,Female,No,12806.12,,,,,,,,,,,12806.12
10821104,91.4,6.0,0.0,2.0,56,Female,No,16169.75,,,,,,,,,,,16169.75
11293857,91.4,1.0,2.0,3.0,33,Male,Yes,4696.76,,,,,,,,,,,4696.76
6704432,91.3,1.0,5.0,40.0,38,Female,No,10624.22,,,,,,,,,,,10624.22
1897798,91.3,4.0,4.0,58.0,24,Male,No,6140.78,,,,,,,,,,,6140.78
27166272,91.3,5.0,2.0,56.0,38,Female,No,7010.09,,,,,,,,,,,7010.09
25252256,91.3,8.0,1.0,35.0,44,Female,No,9179.63,,,,,,,,,,,9179.63
13245656,91.3,5.0,1.0,8.0,47,Male,No,3281.62,,,,,,,,,,,3281.62
21972373,91.2,4.0,4.0,56.0,35,Female,No,13912.56,,,,,,,,,,,13912.56
21682181,91.2,5.0,1.0,13.0,62,Female,No,14787.37,,,,,,,,,,,14787.37
12235595,91.2,5.0,2.0,51.0,37,Male,No,12237.52,,,,,,,,,,,12237.52
24950540,91.2,5.0,5.0,50.0,35,Male,No,11383.52,,,,,,,,,,,11383.52
12885165,91.2,6.0,0.0,46.0,52,Male,No,15348.98,,,,,,,,,,,15348.98
3100343,91.2,2.0,0.0,49.0,34,Male,No,4525.89,,,,,,,,,,,4525.89
10136160,91.2,1.0,4.0,42.0,28,Male,No,0.00,,,,,,,,,,,0.00
24199521,91.2,2.0,0.0,7.0,45,Female,No,15237.94,,,,,,,,,,,15237.94
12073812,91.2,6.0,1.0,31.0,37,Female,No,16185.63,,,,,,,,,,,16185.63
3892776,91.2,2.0,1.0,15.0,33,Female,No,5421.08,,,,,,,,,,,5421.08
27507480,91.2,4.0,2.0,19.0,60,Female,No,24168.55,,,,,,,,,,,24168.55
26421161,91.2,5.0,2.0,39.0,23,Male,No,9541.62,,,,,,,,,,,9541.62
3568273,91.1,7.0,2.0,48.0,32,Female,No,10950.17,,,,,,,,,,,10950.17
6375594,91.1,3.0,2.0,28.0,37,Female,No,11832.92,,,,,,,,,,,11832.92
2422899,91.1,2.0,0.0,39.0,27,Male,No,14890.21,,,,,,,,,,,14890.21
18283243,91.1,3.0,3.0,12.0,35,Male,No,18248.44,,,,,,,,,,,18248.44
2810887,91.1,2.0,3.0,11.0,47,Female,No,16035.15,,,,,,,,,,,16035.15
14783248,91.1,7.0,1.0,31.0,26,Male,No,13172.39,,,,,,,,,,,13172.39
478065,91.0,7.0,3.0,31.0,50,Male,No,9866.21,,,,,,,,,,,9866.21
8635837,91.0,3.0,2.0,52.0,48,Male,No,13715.93,,,,,,,,,,,13715.93
18150088,91.0,1.0,4.0,17.0,40,Male,No,7058.77,,,,,,,,,,,7058.77
1085536,91.0,6.0,1.0,6.0,59,Male,No,16181.76,,,,,,,,,,,16181.76
14875761,91.0,4.0,5.0,46.0,43,Female,No,432.93,,,,,,,,,,,432.93
13063209,90.9,3.0,1.0,48.0,37,Female,No,10553.85,,,,,,,,,,,10553.85
11272231,90.9,4.0,4.0,45.0,28,Male,No,930.38,,,,,,,,,,,930.38
12936881,90.9,7.0,2.0,17.0,50,Male,No,7684.21,,,,,,,,,,,7684.21
29007644,90.9,5.0,3.0,8.0,55,Male,No,10195.57,,,,,,,,,,,10195.57
4340111,90.9,2.0,3.0,18.0,46,Female,No,0.00,,,,,,,,,,,0.00
27415250,90.8,6.0,4.0,40.0,41,Female,No,24015.70,,,,,,,,,,,24015.70
6998195,90.8,7.0,4.0,35.0,49,Female,No,6522.25,,,,,,,,,,,6522.25
13597470,90.8,5.0,0.0,45.0,33,Male,No,10700.57,,,,,,,,,,,10700.57
12782974,90.7,8.0,2.0,38.0,39,Female,No,15464.38,,,,,,,,,,,15464.38
2778311,90.7,8.0,4.0,28.0,43,Female,No,2400.79,,,,,,,,,,,2400.79
10909916,90.7,8.0,5.0,39.0,46,Male,No,10278.21,,,,,,,,,,,10278.21
11036136,90.7,3.0,2.0,32.0,22,Male,No,14597.58,,,,,,,,,,,14597.58
12486631,90.7,8.0,2.0,6.0,50,Female,No,18410.88,,,,,,,,,,,18410.88
20328760,90.7,4.0,3.0,9.0,57,Female,No,21143.06,,,,,,,,,,,21143.06
8595728,90.6,4.0,2.0,19.0,59,Male,No,12334.64,,,,,,,,,,,12334.64
19801494,90.6,7.0,1.0,36.0,38,Male,No,9877.62,,,,,,,,,,,9877.62
4294393,90.6,7.0,0.0,44.0,47,Female,No,17202.56,,,,,,,,,,,17202.56
13201573,90.5,5.0,0.0,56.0,54,Male,No,18669.20,,,,,,,,,,,18669.20
12399550,90.5,4.0,3.0,0.0,34,Female,Yes,17179.62,,,,,,,,,,,17179.62
827084,90.5,6.0,4.0,56.0,38,Female,No,20980.29,,,,,,,,,,,20980.29
2078526,90.5,5.0,2.0,44.0,53,Male,No,8512.69,,,,,,,,,,,8512.69
20311619,90.5,7.0,5.0,31.0,34,Male,No,15946.98,,,,,,,,,,,15946.98
9783555,90.5,2.0,2.0,24.0,60,Male,No,15077.20,,,,,,,,,,,15077.20
7711108,90.4,2.0,0.0,47.0,46,Female,No,16244.47,,,,,,,,,,,16244.47
14729348,90.4,6.0,4.0,32.0,49,Female,No,13876.08,,,,,,,,,,,13876.08
978203,90.4,2.0,4.0,13.0,51,Male,No,989.71,,,,,,,,,,,989.71
20470923,90.4,4.0,1.0,18.0,35,Female,No,14455.76,,,,,,,,,,,14455.76
454396,90.4,6.0,1.0,3.0,28,Female,No,24853.99,,,,,,,,,,,24853.99
11006767,90.3,3.0,0.0,56.0,37,Female,No,14467.04,,,,,,,,,,,14467.04
3025867,90.3,6.0,5.0,53.0,52,Male,No,9960.61,,,,,,,,,,,9960.61
4496170,90.3,6.0,3.0,13.0,37,Male,No,11333.00,,,,,,,,,,,11333.00
3070507,90.3,2.0,4.0,37.0,55,Female,No,13203.97,,,,,,,,,,,13203.97
24281871,90.3,3.0,1.0,17.0,54,Female,No,12294.10,,,,,,,,,,,12294.10
7016518,90.2,2.0,3.0,41.0,44,Male,No,0.00,,,,,,,,,,,0.00
7747799,90.2,3.0,0.0,11.0,47,Male,No,11159.30,,,,,,,,,,,11159.30
21022352,90.2,6.0,0.0,57.0,32,Female,No,12504.44,,,,,,,,,,,12504.44
19815193,90.2,8.0,5.0,42.0,40,Male,No,12158.70,,,,,,,,,,,12158.70
23342675,90.2,7.0,1.0,15.0,28,Female,No,9359.91,,,,,,,,,,,9359.91
17650692,90.1,2.0,4.0,39.0,45,Male,No,17173.61,,,,,,,,,,,17173.61
1259707,90.1,6.0,2.0,47.0,47,Female,No,9133.63,,,,,,,,,,,9133.63
16637270,90.1,2.0,0.0,55.0,38,Female,No,10240.58,,,,,,,,,,,10240.58
21489769,90.1,8.0,1.0,33.0,48,Female,No,23964.31,,,,,,,,,,,23964.31
18438190,90.1,1.0,1.0,31.0,41,Female,No,0.00,,,,,,,,,,,0.00
25459475,90.0,4.0,3.0,27.0,36,Female,No,20865.23,,,,,,,,,,,20865.23
